month_key,AOT,AAV,MINT,CENTEL
2021-10-01,58.9634895324707,2.56742000579834,29.056764602661133,32.390628814697266
2021-11-01,62.34663772583008,2.776618003845215,30.20981216430664,34.045623779296875
2021-12-01,57.755218505859375,2.3201870918273926,25.13640594482422,29.08063507080078
2022-01-01,58.9634895324707,2.5399999618530273,26.520061492919922,29.553491592407227
2022-02-01,61.62167739868164,2.5,28.134323120117188,33.099910736083984
2022-03-01,62.104984283447266,2.5199999809265137,28.36493492126465,32.627052307128906
2022-04-01,64.03821563720703,2.5799999237060547,30.901636123657227,38.06489562988281
2022-05-01,64.52152252197266,2.8399999141693115,32.28529357910156,43.97559356689453
2022-06-01,67.4213638305664,2.819999933242798,32.28529357910156,39.71989440917969
2022-07-01,68.62963104248047,2.880000114440918,31.362855911254883,41.61131286621094
2022-08-01,67.90467071533203,2.680000066757202,30.901636123657227,39.71989440917969
2022-09-01,70.32121276855469,2.8399999141693115,30.20981216430664,40.429176330566406
2022-10-01,70.07955169677734,2.880000114440918,24.444578170776367,46.339874267578125
2022-11-01,71.52947998046875,3.200000047683716,26.0588436126709,47.994869232177734
2022-12-01,72.49608612060547,3.0799999237060547,28.36493492126465,46.81272888183594
2023-01-01,72.49608612060547,3.059999942779541,29.748594284057617,47.52201461791992
2023-02-01,71.77113342285156,3.0999999046325684,30.67102813720703,49.177005767822266
2023-03-01,70.32121276855469,2.859999895095825,30.901636123657227,53.43271255493164
2023-04-01,68.62963104248047,2.819999933242798,29.748594284057617,52.95985412597656
2023-05-01,70.80451202392578,2.700000047683716,29.292997360229492,51.77771759033203
2023-06-01,68.38797760009766,2.700000047683716,31.385356903076172,47.52201461791992
2023-07-01,69.59625244140625,2.6600000858306885,31.85032081604004,46.81272888183594
2023-08-01,69.1129379272461,2.7200000286102295,30.687904357910156,44.68487548828125
2023-09-01,70.07955169677734,2.880000114440918,31.152868270874023,45.15773391723633
2023-10-01,67.4213638305664,2.5799999237060547,29.27901268005371,44.44845199584961
2023-11-01,64.52152252197266,1.8300000429153442,26.23399543762207,42.55702590942383
2023-12-01,57.51356506347656,1.909999966621399,25.53129768371582,39.95631790161133
